count	volume	first_ref	form	gloss
1	OT	OT job 38:31	מַעֲדַנּוֹת	the chains of
1	OT	OT job 38:38	וּרְגָבִים	and the clods
1	OT	OT job 38:40	לְמוֹ־אָרֶב	for a lair
1	OT	OT job 39:10	בְּתֶלֶם	in a furrow
1	OT	OT job 39:13	נֶעֱלָסָה	beats joyously
1	OT	OT job 39:16	הִקְשִׁיחַ	she is hardened against
1	OT	OT job 39:20	נַחְרוֹ	his snorting
1	OT	OT job 39:23	תִּרְנֶה	rattles
1	OT	OT job 39:24	יְגַמֶּא־אָרֶץ	he swallows the ground
1	OT	OT job 39:30	יְעַלְעוּ־דָם	suck up blood
1	OT	OT job 40:4	לְמוֹ־פִי	upon my mouth
1	OT	OT job 40:12	וַהֲדֹךְ	and tread down
1	OT	OT job 40:18	כִּמְטִיל	like bars of
1	OT	OT job 40:21	וּבִצָּה	and fens
1	OT	OT job 40:22	צֶאֱלִים	the lotus-trees
1	OT	OT job 40:26	תִּקֹּב	or bore
1	OT	OT job 41:10	עֲטִישֹׁתָיו	his sneezings
1	OT	OT job 41:12	מִנְּחִירָיו	out of his nostrils
1	OT	OT job 41:14	תָּדוּץ	dances
1	OT	OT job 41:22	חַדּוּדֵי	sharpest
1	OT	OT job 41:22	יִרְפַּד	he spreads
1	OT	OT job 41:23	יַרְתִּיחַ	he makes to boil
1	OT	OT joe 1:12	גַּם־תָּמָר	also the palm tree
1	OT	OT joe 1:17	עָבְשׁוּ	is rotten
1	OT	OT joe 2:20	צַחֲנָתוֹ	its foul smell
1	OT	OT joe 2:25	וְהַגָּזָם	and the palmerworm
1	OT	OT joe 4:10	אִתֵּיכֶם	your plowshares
1	OT	OT joe 4:11	עוּשׁוּ	hurry
1	OT	OT jos 2:16	וְנַחְבֵּתֶם	and you will hide yourselves
1	OT	OT jos 8:11	בֵּינָו	between it
1	OT	OT jos 10:40	וְהָאֲשֵׁדוֹת	and the springs
1	OT	OT jos 12:8	וּבָאֲשֵׁדוֹת	and in the springs
1	OT	OT jos 13:30	וְכׇל־חַוֺּת	and all Havvoth
1	OT	OT jos 14:8	הִמְסִיו	they melted
1	OT	OT jos 16:3	תֹצְאֹתָו	its extremities
1	OT	OT jos 21:10	רִאישֹׁנָה	first
1	OT	OT lam 2:1	יָעִיב	he covers with a cloud
1	OT	OT lam 2:7	נִאֵר	he has repudiated
1	OT	OT lam 3:11	וַיְפַשְּׁחֵנִי	and he has torn in pieces me
1	OT	OT lam 3:16	וַיַּגְרֵס	and he has broken
1	OT	OT lam 3:16	הִכְפִּישַׁנִי	he has made cower me
1	OT	OT lam 4:1	יוּעַם	it is dimmed
1	OT	OT lam 4:2	הַמְסֻלָּאִים	who were weighed
1	OT	OT lam 4:8	צָפַד	it has shriveled
1	OT	OT lam 4:21	גַּם־עָלַיִךְ	also upon you
1	OT	OT lam 5:10	זַלְעֲפוֹת	the burning heat of
1	OT	OT lev 2:7	מַרְחֶשֶׁת	a baking pan
1	OT	OT lev 5:22	בָהֵנָּה	by them
1	OT	OT lev 6:8	בְּקֻמְצוֹ	in his handful
1	OT	OT lev 7:9	בַמַּרְחֶשֶׁת	in the baking pan
1	OT	OT lev 10:6	לֹא־תִפְרֹמוּ	not you shall tear
1	OT	OT lev 11:18	וְאֶת־הַקָּאָת	and the desert owl
1	OT	OT lev 11:22	וְאֶת־הַחַרְגֹּל	and the locust
1	OT	OT lev 11:30	וְהַלְּטָאָה	and the wall lizard
1	OT	OT lev 11:30	וְהַחֹמֶט	and the skink
1	OT	OT lev 13:4	וּשְׂעָרָהֿ	and hair
1	OT	OT lev 13:36	הַצָּהֹב	the yellow
1	OT	OT lev 13:39	בֹּהַק	a harmless rash
1	OT	OT lev 13:41	גִּבֵּחַ	bald in front
1	OT	OT lev 13:42	בַגַּבַּחַת	on the bald forehead
1	OT	OT lev 13:45	פְרֻמִים	torn
1	OT	OT lev 16:12	חׇפְנָיו	his handfuls
1	OT	OT lev 19:28	וְשֶׂרֶט	and a cut
1	OT	OT lev 19:28	קַעֲקַע	an incision
1	OT	OT lev 20:6	לִזְנֹת	to go a whoring
1	OT	OT lev 21:5	יִשְׂרְטוּ	they will cut
1	OT	OT lev 21:5	שָׂרָטֶת	cuts
1	OT	OT lev 21:10	יִפְרֹם	he will tear
1	OT	OT lev 22:24	וּמָעוּךְ	and one which is squashed
1	OT	OT lev 26:16	אֶת־הַשַּׁחֶפֶת	the consumption
1	OT	OT lev 26:16	וּמְדִיבֹת	and which make pine away
1	OT	OT mal 1:4	רֻשַּׁשְׁנוּ	we have been shattered
1	OT	OT mal 1:10	גַם־בָּכֶם	also in you
1	OT	OT mal 3:20	וּפִשְׁתֶּם	and you shall grow up
1	OT	OT mic 1:13	רְתֹם	harness
1	OT	OT mic 2:10	נִמְרָץ	grievous
1	OT	OT mic 6:14	וְיֶשְׁחֲךָ	and your casting down
1	OT	OT mic 7:3	בַּשִּׁלּוּם	for a reward
1	OT	OT mic 7:4	כְּחֵדֶק	is like a thorn bush
1	OT	OT mic 7:17	כְּזֹחֲלֵי	like things which crawl of
1	OT	OT nah 1:12	נָגוֹזּוּ	they shall be cut down
1	OT	OT nah 2:11	בּוּקָה	emptiness
1	OT	OT nah 2:11	וּמְבוּקָה	and emptiness
1	OT	OT nah 2:11	וּמְבֻלָּקָה	and devastation
1	OT	OT nah 2:13	וּמְחַנֵּק	and was strangling
1	OT	OT nah 3:2	דֹּהֵר	pransing
1	OT	OT nah 3:10	רֻתְּקוּ	they were bound
1	OT	OT nah 3:18	נָפֹשׁוּ	they are scattered
1	OT	OT neh 2:6	וְהַשֵּׁגַל	and the queen consort
1	OT	OT neh 5:13	גַּם־חׇצְנִי	also my bosom
1	OT	OT neh 6:8	בוֹדָאם	are inventing them
1	OT	OT neh 9:21	בָצֵקוּ	they became swollen
1	OT	OT neh 10:38	עֲרִיסֹתֵינוּ	our dough
1	OT	OT num 5:12	כִּי־תִשְׂטֶה	if she will stray
1	OT	OT num 5:29	תִּשְׂטֶה	she will stray
1	OT	OT num 7:3	צָב	covered
1	OT	OT num 11:5	אֵת־הַקִּשֻּׁאִים	the cucumbers
1	OT	OT num 11:5	וְאֶת־הַבְּצָלִים	and the onions
1	OT	OT num 11:8	דָכוּ	they pounded
1	OT	OT num 11:8	לְשַׁד	the moist part of
1	OT	OT num 13:20	אִם־רָזָה	if lean
1	OT	OT num 15:20	עֲרִסֹתֵכֶם	your dough
1	OT	OT num 15:21	עֲרִסֹתֵיכֶם	your dough
1	OT	OT num 21:7	וָבָךְ	and against you
1	OT	OT num 21:15	וְאֶשֶׁד	and the slope of
1	OT	OT num 22:32	כִּי־יָרַט	because it is precipitate
1	OT	OT num 24:25	וְגַם־בָּלָק	and also Balak
1	OT	OT num 25:4	וְהוֹקַע	and impale
1	OT	OT num 25:8	אֶל־קֳבָתָהּ	to her belly
1	OT	OT num 35:20	בִּצְדִיָּה	with lying in wait
1	OT	OT num 35:22	צְדִיָּה	lying in wait
1	OT	OT oba 1:6	נִבְעוּ	are sought up
1	OT	OT oba 1:16	וְלָעוּ	and they will swallow
1	OT	OT pro 2:22	יִסְּחוּ	they will be torn away
1	OT	OT pro 3:20	יִרְעֲפוּ־טָל	they drip dew
1	OT	OT pro 6:3	הִתְרַפֵּס	humble yourself
1	OT	OT pro 6:21	עׇנְדֵם	tie them
1	OT	OT pro 7:6	אֶשְׁנַבִּי	my lattice
1	OT	OT pro 7:16	רָבַדְתִּי	I have spread
1	OT	OT pro 7:18	נִתְעַלְּסָה	let us delight ourselves
1	OT	OT pro 7:22	וּכְעֶכֶס	and as fetters
1	OT	OT pro 7:25	אַל־יֵשְׂטְ	let it not decline
1	OT	OT pro 8:27	חוּג	a circle
1	OT	OT pro 9:3	עַל־גַּפֵּי	upon the elevations of
1	OT	OT pro 12:27	לֹא־יַחֲרֹךְ	does not roast
1	OT	OT pro 13:3	פֹּשֵׂק	one who opens
1	OT	OT pro 14:10	מׇרַּת	the bitterness of
1	OT	OT pro 15:19	חָדֶק	thorns
1	OT	OT pro 15:25	יִסַּח	tears down
1	OT	OT pro 16:26	כִּי־אָכַף	for craves
1	OT	OT pro 17:14	הִתְגַּלַּע	it has broken out
1	OT	OT pro 17:22	גֵּהָה	like a medicine
1	OT	OT pro 19:13	וְדֶלֶף	and are a dripping
1	OT	OT pro 21:8	וָזָר	and strange
1	OT	OT pro 21:14	יִכְפֶּה־אָף	it subdues anger
1	OT	OT pro 23:3	אַל־תִּתְאָו	be not desirous of
1	OT	OT pro 23:28	כְּחֶתֶף	as for a prey
1	OT	OT pro 23:29	אֲבוֹי	woe!
1	OT	OT pro 23:29	חַכְלִלוּת	redness of
1	OT	OT pro 24:22	וּפִיד	and the ruin of
1	OT	OT pro 24:31	קִמְּשֹׂנִים	thorns
1	OT	OT pro 24:31	חֲרֻלִּים	nettles
1	OT	OT pro 26:3	מֶתֶג	a bridle
1	OT	OT pro 26:18	כְּמִתְלַהְלֵהַּ	like a madman
1	OT	OT pro 26:20	יִשְׁתֹּק	ceases
1	OT	OT pro 26:28	דַכָּיו	those afflicted by it
1	OT	OT pro 27:15	דֶּלֶף	a dripping
1	OT	OT pro 27:22	בַּמַּכְתֵּשׁ	in the mortar
1	OT	OT pro 27:22	הָרִיפוֹת	the grain
1	OT	OT pro 28:3	סֹחֵף	sweeping
1	OT	OT pro 29:13	תְּכָכִים	the deceitful man
1	OT	OT pro 29:21	מְפַנֵּק	one who pampers
1	OT	OT pro 30:4	בְּחׇפְנָיו	in his hands
1	OT	OT pro 30:15	לַעֲלוּקָה	to a leech
1	OT	OT pro 30:25	הַנְּמָלִים	the ants
1	OT	OT pro 30:33	מִיץ	squeezing of
1	OT	OT pro 30:33	וּמִיץ־אַף	and the wringing of the nose
1	OT	OT pro 30:33	וּמִיץ	and squeezing of
1	OT	OT psa 5:2	הֲגִיגִי	my meditation
1	OT	OT psa 5:10	גְּרֹנָם	their throat
1	OT	OT psa 9:10	לַדָּךְ	for the oppressed
1	OT	OT psa 9:17	נוֹקֵשׁ	is snared
1	OT	OT psa 10:7	וָתֹךְ	and fraud
1	OT	OT psa 10:8	לְחֵלְכָה	on the helpless
1	OT	OT psa 10:14	חֵלֵכָה	the helpless
1	OT	OT psa 10:18	וָדָךְ	and the oppressed
1	OT	OT psa 11:6	זִלְעָפוֹת	scorching wind
1	OT	OT psa 18:46	וְיַחְרְגוּ	and shall come trembling
1	OT	OT psa 22:15	כַּדּוֹנָג	like the wax
1	OT	OT psa 22:20	אֱיָלוּתִי	O my strength
1	OT	OT psa 27:12	וִיפֵחַ	and such as breathe out
1	OT	OT psa 31:21	מֵרֻכְסֵי־אִישׁ	from the plots of men
1	OT	OT psa 32:7	רׇנֵּי	with songs of
1	OT	OT psa 32:9	בְּמֶתֶג־וָרֶסֶן	with bridle and halter
1	OT	OT psa 32:9	לִבְלוֹם	must be held in
1	OT	OT psa 35:6	וַחֲלַקְלַקֹּת	and slippery
1	OT	OT psa 38:13	וַיְנַקְשׁוּ	and they lay snares
1	OT	OT psa 39:2	מַחְסוֹם	a muzzle
1	OT	OT psa 39:4	בַּהֲגִיגִי	while I mused
1	OT	OT psa 39:12	וַתֶּמֶס	and You make to consume away
1	OT	OT psa 40:13	אָפְפוּ־עָלַי	have compassed me about
1	OT	OT psa 42:5	אֶדַּדֵּם	leading them in procession
1	OT	OT psa 42:8	צִנּוֹרֶיךָ	Your cataracts
1	OT	OT psa 45:2	רָחַשׁ	overflows
1	OT	OT psa 45:10	שֵׁגַל	the queen
1	OT	OT psa 48:14	פַּסְּגוּ	consider
1	OT	OT psa 49:3	גַּם־בְּנֵי־אִישׁ	also sons of men
1	OT	OT psa 51:7	יֶחֱמַתְנִי	did conceive me
1	OT	OT psa 52:7	וְיִסָּחֲךָ	and pluck you out
1	OT	OT psa 55:9	סֹעָה	stormy
1	OT	OT psa 55:12	תֹּךְ	oppression
1	OT	OT psa 58:8	חִצָּו	his arrows
1	OT	OT psa 58:10	אָטָד	the thorns
1	OT	OT psa 64:5	לִירֹת	to shoot
1	OT	OT psa 65:12	יִרְעֲפוּן	drop
1	OT	OT psa 66:11	מוּעָקָה	affliction
1	OT	OT psa 68:3	דּוֹנַג	wax
1	OT	OT psa 68:17	תְּרַצְּדוּן	do you look with envy
1	OT	OT psa 68:31	מִתְרַפֵּס	trampling
1	OT	OT psa 68:31	בִּזַּר	He has scattered
1	OT	OT psa 69:16	וְאַל־תֶּאְטַר־עָלַי	and let not shut upon me
1	OT	OT psa 69:21	וָאָנוּשָׁה	and I am full of heaviness
1	OT	OT psa 71:6	גוֹזִי	He that took me
1	OT	OT psa 72:6	זַרְזִיף	that water
1	OT	OT psa 73:8	יָמִיקוּ	they scoff
1	OT	OT psa 74:21	דַּךְ	the oppressed
1	OT	OT psa 76:4	רִשְׁפֵי־קָשֶׁת	the arrows of the bow
1	OT	OT psa 76:12	יֹבִילוּ	bring
1	OT	OT psa 78:21	וְגַם־אַף	and anger also
1	OT	OT psa 78:48	לָרְשָׁפִים	to thunderbolts
1	OT	OT psa 80:14	יְכַרְסְמֶנָּה	wastes it
1	OT	OT psa 80:17	כְּסוּחָה	it is cut down
1	OT	OT psa 88:16	אָפוּנָה	I am distraught
1	OT	OT psa 90:10	כִּי־גָז	for it is soon cut off
1	OT	OT psa 91:6	מִקֶּטֶב	of the destruction
1	OT	OT psa 94:19	שַׂרְעַפַּי	my disquieting thoughts
1	OT	OT psa 99:1	תָּנוּט	let quake
1	OT	OT psa 102:7	לִקְאַת	a pelican of
1	OT	OT psa 107:30	כִי־יִשְׁתֹּקוּ	because they are quiet
1	OT	OT psa 109:11	יְנַקֵּשׁ	let seize
1	OT	OT psa 109:16	וְנִכְאֵה	and the broken in
1	OT	OT psa 109:19	וּלְמֵזַח	and for a girdle
1	OT	OT psa 114:8	חַלָּמִישׁ	the flint
1	OT	OT psa 119:20	גָּרְסָה	breaks
1	OT	OT psa 119:20	לְתַאֲבָה	for longing
1	OT	OT psa 119:53	זַלְעָפָה	burning indignation
1	OT	OT psa 119:69	טָפְלוּ	have forged
1	OT	OT psa 119:70	טָפַשׁ	is as gross
1	OT	OT psa 119:103	מַה־נִּמְלְצוּ	how sweet are
1	OT	OT psa 119:131	יָאָבְתִּי	I longed
1	OT	OT psa 119:158	וָאֶתְקוֹטָטָה	and I felt disgust
1	OT	OT psa 125:5	עֲקַלְקַלּוֹתָם	their crooked ways
1	OT	OT psa 129:7	וְחִצְנוֹ	nor his bosom
1	OT	OT psa 139:15	עׇצְמִי	my frame
1	OT	OT psa 139:21	אֶתְקוֹטָט	am I not grieved
1	OT	OT psa 139:23	שַׂרְעַפָּי	my disquieting thoughts
1	OT	OT psa 140:11	בְּמַהֲמֹרוֹת	into deep pits
1	OT	OT psa 143:3	הוֹשִׁבַנִי	he has made me to dwell
1	OT	OT psa 144:2	הָרוֹדֵד	who subdues
1	OT	OT psa 145:14	וְזוֹקֵף	and raises up
1	OT	OT psa 146:8	זֹקֵף	raises up
1	OT	OT psa 147:18	וְיַמְסֵם	and melts them
1	OT	OT rth 1:13	תֵּעָגֵנָה	will you refrain
1	OT	OT rth 2:14	וַיִּצְבׇּט־לָהּ	and he reached to her
1	OT	OT rth 2:16	מִן־הַצְּבָתִים	from the bundles of grain
1	OT	OT rth 2:17	וַתַּחְבֹּט	and she beat out
1	OT	OT rth 3:14	מַרְגְּלוֹתָו	at his feet
1	OT	OT sos 1:6	שֶׁשְּׁזָפַתְנִי	on whom has looked on me
1	OT	OT sos 1:10	בַּחֲרוּזִים	with strings of beads
1	OT	OT sos 2:5	בָּאֲשִׁישׁוֹת	with raisin cakes
1	OT	OT sos 2:5	רַפְּדוּנִי	refresh me
1	OT	OT sos 2:9	כׇּתְלֵנוּ	the wall of us
1	OT	OT sos 2:9	מִן־הַחֲרַכִּים	from the lattices
1	OT	OT sos 2:13	חָנְטָה	it has ripened
1	OT	OT sos 2:14	הַמַּדְרֵגָה	the steep place
1	OT	OT sos 3:10	רְפִידָתוֹ	its back
1	OT	OT sos 4:2	הַקְּצוּבוֹת	the shorn ewes
1	OT	OT sos 5:3	אֲטַנְּפֵם	will I dirty them
1	OT	OT sos 5:7	אֶת־רְדִידִי	my garment
1	OT	OT sos 7:2	חַמּוּקֵי	the curves of
1	OT	OT sos 7:3	אַגַּן	the bowl of
1	OT	OT sos 7:3	הַמָּזֶג	the mixed wine
1	OT	OT sos 8:5	מִתְרַפֶּקֶת	leaning herself
1	OT	OT sos 8:6	רְשָׁפֶיהָ	its flashes
1	OT	OT sos 8:6	רִשְׁפֵּי	flashes of
1	OT	OT zec 1:17	תְּפוּצֶנָה	shall be spread abroad
1	OT	OT zec 4:12	צַנְתְּרוֹת	the pipes of
1	OT	OT zec 10:1	חֲזִיזִים	bright clouds
1	OT	OT zec 11:8	בָּחֲלָה	it loathed
1	OT	OT zec 12:3	שָׂרוֹט	severely
1	OT	OT zec 12:3	יִשָּׂרֵטוּ	they will injure themselves
1	OT	OT zep 1:12	הַקֹּפְאִים	that are settled
1	OT	OT zep 1:14	צֹרֵחַ	shall cry
1	OT	OT zep 2:9	מִמְשַׁק	the breeding of
1	OT	OT zep 2:14	גַּם־קָאַת	also desert owl
1	OT	OT zep 2:14	גַּם־קִפֹּד	also the bittern
1	OT	OT zep 3:6	נִצְדּוּ	are destroyed
1	NT	NT 1co 1:2	וְשֶׁלָּנוּ	and-ours
1	NT	NT 1co 1:9	לְחֶבְרַת	unto-the-fellowship-of
1	NT	NT 1co 1:27	וּבֶחָלוּשׁ	and-the-weak-things
1	NT	NT 1co 2:1	הַדִבּוּר	speech
1	NT	NT 1co 3:15	יַפְסִידֶנּוּ	he-shall-suffer-loss
1	NT	NT 1co 4:8	עֲשַׁרְתֶּם	you-are-rich
1	NT	NT 1co 4:9	הִצִּיג	hath-set-forth
1	NT	NT 1co 4:9	גַּם־לִבְנֵי	and-to-the-sons-of
1	NT	NT 1co 4:13	וְנִתְחַנָּן	and-we-intreat
1	NT	NT 1co 5:1	שֶׁזְּנוּת	that-there-is-fornication
1	NT	NT 1co 5:2	מִתְגָּאִים	are-puffed-up
1	NT	NT 1co 5:7	עִסָּה	a-lump
1	NT	NT 1co 5:7	גַּם־לָנוּ	even-for-us
1	NT	NT 1co 5:10	וְגַזְלָנִים	or-extortioners
1	NT	NT 1co 5:10	סוֹפְכֶם	must-you-needs
1	NT	NT 1co 5:11	גַזְלָן	an-extortioner
1	NT	NT 1co 6:7	שֶׁתָּרִיבוּ	that-you-go-to-law
1	NT	NT 1co 6:7	מִן־הָעֲלוּבִים	of-them-that-are-wronged
1	NT	NT 1co 6:10	הַגַּזְלָנִים	extortioners
1	NT	NT 1co 6:11	הָצְדַקְתֶּם	you-are-justified
1	NT	NT 1co 6:12	יְשַׁעְבְּדֵנִי	I-will-be-brought-under-the-power-of
1	NT	NT 1co 6:13	לַכְּרֵשׂ	for-the-belly
1	NT	NT 1co 6:13	וְהַכְּרֵשׂ	and-the-belly
1	NT	NT 1co 7:9	אֶת־יִצְרָם	their-passion
1	NT	NT 1co 7:9	לָהוּט	inflamed
1	NT	NT 1co 7:22	מְשֻׁחֲרָר	freeman
1	NT	NT 1co 7:31	וְהַנֶּהֱנִים	and-they-that-use
1	NT	NT 1co 7:32	נִטְרָדִים	troubled
1	NT	NT 1co 7:39	וּכְשֶׁמֵּת	but-when-is-dead
1	NT	NT 1co 9:1	טהֲלֹא	am-I-not
1	NT	NT 1co 9:7	וּפַרְנַסְתּוֹ	at-his-own-charges
1	NT	NT 1co 9:11	שֶׁנִּקְצֹר	that-we-reap
1	NT	NT 1co 9:18	לַהֲנָאַת	for-benefit-of
1	NT	NT 1co 9:24	בָּאִצְטַדְיוֹן	in-a-race
1	NT	NT 1co 9:25	לְהִתְגּוֹשֵׁשׁ	to-strive
1	NT	NT 1co 9:27	וַאֲשַׁעְבְּדֶנּוּ	and-bring-it-into-subjection
1	NT	NT 1co 9:27	נֶאֱלָח	a-castaway
1	NT	NT 1co 10:16	מְבָרֲכִים	bless
1	NT	NT 1co 10:17	שֶׂחֵלֶק	are-partakers
1	NT	NT 1co 10:22	הֲנָעֵז	do-we-dare
1	NT	NT 1co 10:29	תִּדּוֹן	is-judged
1	NT	NT 1co 11:2	שֶׁזְּכַרְתֶּם	that-you-remember
1	NT	NT 1co 11:4	מְנַוֵּל	dishonoreth
1	NT	NT 1co 11:5	מְנַוָּלֶת	dishonoreth
1	NT	NT 1co 11:6	אֶת־שְׂעָרָהּ	her-hair
1	NT	NT 1co 11:15	שְׂעָרָהּ	hair
1	NT	NT 1co 11:18	כְּשֶׁתִּוָּעֲדוּ	when-you-come-together
1	NT	NT 1co 11:21	יִשְׁתַּכָּר	is-drunken
1	NT	NT 1co 11:24	הַנִּבְצָע	which-is-broken
1	NT	NT 1co 11:32	נִוָּסֵר	we-are-chastened
1	NT	NT 1co 11:32	נְחֻיַּב	we-should-be-condemned
1	NT	NT 1co 12:2	נִמְשַׁכְתֶּם	you-were-led
1	NT	NT 1co 12:22	רָפִים	more-feeble
1	NT	NT 1co 12:23	נַלְבִּישׁ	we-clothe-with
1	NT	NT 1co 12:24	מָזַג	hath-tempered
1	NT	NT 1co 12:27	וְאֵבָרָיו	and-his-members
1	NT	NT 1co 12:28	לִמְלַמְּדִים	teachers
1	NT	NT 1co 13:3	תוֹעִילֵנִי	profiteth-me
1	NT	NT 1co 13:5	תִתְמַרְמַר	is-easily-provoked
1	NT	NT 1co 13:8	לֹא־תִבֹּל	faileth-not
1	NT	NT 1co 13:8	תִּבָּטַלְנָה	they-shall-fail
1	NT	NT 1co 13:9	שֶׁנִּבֵּאנוּ	that-we-prophesy
1	NT	NT 1co 13:13	שֶׁבָּהֶן	of-these
1	NT	NT 1co 14:1	וְהִשְׁתַּדְּלוּ	and-desire
1	NT	NT 1co 14:1	שֶׁתִּתְנַבָּאוּ	that-you-may-prophesy
1	NT	NT 1co 14:3	וּלְיַסְּרָם	and-exhortation
1	NT	NT 1co 14:3	ולְנַחֲמָם	and-comfort
1	NT	NT 1co 14:9	מְפֹרַָשׁ	easy-to-understand
1	NT	NT 1co 14:12	לְהַעְדִּיף	that-you-may-excel
1	NT	NT 1co 14:13	יְפָרֲשֶׁנָּה	may-interpret
1	NT	NT 1co 14:16	הַהֶדְיוֹטוֹת	the-unlearned
1	NT	NT 1co 14:19	מִלְּדַבֵּר	than-to-speak
1	NT	NT 1co 14:23	שֶׁמְּשֻׁגָּעִים	that-mad
1	NT	NT 1co 14:24	הֶדְיוֹט	one-unlearned
1	NT	NT 1co 14:28	מְפָרֵשׁ	interpreter
1	NT	NT 1co 14:34	תִּשְׁתֹּקְנָה	let-them-keep-silence
1	NT	NT 1co 14:36	הֲמִכֶּם	was-it-from-you
1	NT	NT 1co 14:40	וְכַשּׁוּרָה	and-in-order
1	NT	NT 1co 15:8	גַם־אֵלַי	of-me-also
1	NT	NT 1co 15:8	הַדֹּמֶה	like
1	NT	NT 1co 15:21	גַּם־תְּחִיַּת	also-the-resurrection-of
1	NT	NT 1co 15:24	כְּשֶׁיִּמְסֹר	when-he-shall-have-delivered-up
1	NT	NT 1co 15:27	שֶׁהַשָּׁת	that-he-that-did-put
1	NT	NT 1co 15:30	מִסְתַּכְּנִים	stand-we-in-jeopardy
1	NT	NT 1co 15:35	וּכְשֶׁיָּשׁוּבוּ	and-when-they-come
1	NT	NT 1co 15:37	וּכְשֶׁתִּזְרַע	and-that-which-you-sow
1	NT	NT 1co 15:37	הַזְּרָעִים	the-grains
1	NT	NT 1co 15:42	הַזְּרִיעָה	the-sowing-is
1	NT	NT 1co 15:55	עָקְצְךָ	your-sting
1	NT	NT 1co 15:55	נִצְחוֹנֵךְ	your-victory
1	NT	NT 1co 15:58	וְהַעְדִּיפוּ	abounding
1	NT	NT 1co 16:1	גִּבּוּי	the-gathering-of
1	NT	NT 1co 16:13	הִתְאֹשֲׂשׁוּ	quit-you-like-men
1	NT	NT 1co 16:17	אֶת־חֶסְרֹנְכֶם	that-which-was-lacking-on-your-part
1	NT	NT 1co 16:19	וְגַם־הַקְּהִלָּה	and-also-the-church
1	NT	NT 1jn 1:3	וְנִתְחַבַּרְנוּ	and-our-fellowship-is
1	NT	NT 1jn 2:4	הִכַּרְתִּיו	I-know-him
1	NT	NT 1jn 2:8	גַּם־בּוֹ	in-him
1	NT	NT 1jn 2:13	הִתְגַּבַּרְתֶּם	you-have-overcome
1	NT	NT 1jn 2:14	וְהִתְגַּבַּרְתֶּם	and-you-have-overcome
1	NT	NT 1jn 2:27	תִצְטָרֲכוּ	you-need
1	NT	NT 1jn 2:27	שֶׁיְּלַמֵּד	teach
1	NT	NT 1jn 3:4	פְּשִׁיעָה	is-the-transgression-of
1	NT	NT 1jn 3:19	נַשְׁקִיט	shall-assure
1	NT	NT 1jn 4:14	וַנָּעִידָה	and-do-testify
1	NT	NT 1pe 1:3	בַּהֲקָמַת	by-the-resurrection-of
1	NT	NT 1pe 1:6	הַמִּתְעַצְּבִים	are-in-heaviness
1	NT	NT 1pe 1:12	מְשַׁמְּשִׁים	minister
1	NT	NT 1pe 1:18	נִפְדֵּיתֶם	you-were-redeemed
1	NT	NT 1pe 1:22	לְאַחֲוָה	unto-brotherly-love
1	NT	NT 1pe 3:2	תִצְנַעְנָה	you-are-chaste
1	NT	NT 1pe 3:3	וּפְאֵרְכֶן	whose-adorning
1	NT	NT 1pe 3:7	גַם־לָהֶן	also-with-them
1	NT	NT 1pe 3:9	שֶׁלָּזֹאת	that-thereunto
1	NT	NT 1pe 3:16	לְהַלְשִׁין	they-speak-evil-of
1	NT	NT 1pe 3:17	מִשֶּׁתְּעֻנּוּ	than-that-you-suffer
1	NT	NT 1pe 4:13	גַּם־תִּשְׂמְחוּ	you-may-also-be-glad
1	NT	NT 1pe 4:14	וְאֶצְלְכֶם	but-on-your-part
1	NT	NT 1pe 4:19	גַּם־הַמְעֻנִּים	let-them-that-suffer
1	NT	NT 1pe 5:2	וְהַשְׁגִּיחוּ	taking-the-oversight
1	NT	NT 1pe 5:14	בִּנְשִׁיקַת	with-a-kiss-of
1	NT	NT 1th 1:2	בְּהַזְכִּירֵנוּ	in-our-remembering
1	NT	NT 1th 2:7	מְפַנֶּקֶת	cherishing
1	NT	NT 1th 2:9	וְאֶת־תְּלָאָתֵנוּ	and-travail
1	NT	NT 1th 2:12	וַנָּעַד	and-we-charged
1	NT	NT 1th 2:16	שֶׁיִּוָּשֵׁעוּ	that-they-might-be-saved
1	NT	NT 1th 3:3	בַּמְּצוּקוֹת	by-these-afflictions
1	NT	NT 1th 3:4	לְהִלָּחֵץ	suffer-tribulation
1	NT	NT 1th 3:5	יְגִיעָתֵנוּ	our-labor
1	NT	NT 1th 4:1	גַּם־הִתְהַלַּכְתֶּם	also-you-walk
1	NT	NT 1th 4:4	לְהִשְׁתַּמֵּשׁ	to-use
1	NT	NT 1th 4:11	וְתִשְׁתַּדְּלוּ	and-that-you-study
1	NT	NT 1th 4:12	תִּצְטָרֲכוּ	you-may-have-lack
1	NT	NT 1th 4:17	לָאֲוִיר	to-the-air
1	NT	NT 1th 5:4	שֶׁיַּשִׂיג	that-he-shall-overtake
1	NT	NT 1th 5:6	מְפֻכָּחִים	sober
1	NT	NT 1th 5:7	וְהַמִּשְׁתַּכְּרִים	and-they-that-be-drunken
1	NT	NT 1th 5:7	מִשְׁתַּכְּרִים	are-drunken
1	NT	NT 1ti 1:10	וְשַׁקְרָנִים	and-liars
1	NT	NT 1ti 2:8	שֶׁיִּתְפַּלֲלוּ	that-pray
1	NT	NT 1ti 2:9	תִּתְיַפֶּינָה	adorn-themselves
1	NT	NT 1ti 3:2	וְהֶגְמוֹן	and-a-bishop
